Close,High,Low,Open,Volume
VALE3.SA,VALE3.SA,VALE3.SA,VALE3.SA,VALE3.SA
33.84402847290039,33.91254926359773,33.48272536553828,33.62599999822476,17509700
33.59485626220703,33.949928721112315,33.37683014754815,33.43912264422028,17284800
33.39551544189453,33.513872129079,33.10896617209658,33.513872129079,32787800
33.63845443725586,33.75681110665755,33.26469478291983,33.32698726654053,16326400
33.644683837890625,33.868940588365234,33.40173981697847,33.76304288747778,15298500
33.20240783691406,33.55748030605795,33.04667421443669,33.48272883263463,14638000
33.23978042602539,33.557475928864584,33.084046823861705,33.482724465191744,9129200
34.448272705078125,34.66007050141998,33.3332195309164,33.414201670304635,27497400
34.660072326660156,35.102355214683755,34.26139465991741,34.44827451916478,27817000
34.54794692993164,34.934168032328394,34.3299208046323,34.44827750460815,21425300
34.3672981262207,34.853188693135955,34.32369289764336,34.63516017394251,13149100
35.507259368896484,35.56332355768909,34.94661748097043,35.0400585877268,36524100
35.73151779174805,35.73151779174805,35.214481095828596,35.50726102611099,16746300
34.90300750732422,35.51348282635078,34.72235836922154,35.382667195767745,25436800
35.07120895385742,35.41382242506179,34.92170601704033,35.258088813031954,17269400
34.5728645324707,34.716139181412444,34.0807457102535,34.529259307849586,23028900
33.51387023925781,34.716133821165684,33.445347075060035,34.647610656967906,19744800
31.46442222595215,32.28046731990404,31.44573495037452,32.18079788964559,38779700
31.894245147705078,32.448656442466266,31.81949367711983,31.894245147705078,23046400
31.613924026489258,32.32406893475704,31.433272461738643,32.205712242147875,23323000
32.08112335205078,32.08112335205078,31.02213433895484,31.12803442841757,23083200
31.314918518066406,31.807037357805065,31.022138534066283,31.744742480195146,29988200
31.71359634399414,31.82572474779005,31.02213864602155,31.458193285638252,18858200
32.5607795715332,32.753890080318406,32.3738997371347,32.51717435605042,21559200
33.009300231933594,33.40174725636571,33.009300231933594,33.21486738144949,26797700
33.18994140625,33.58861901002505,32.903392175574936,33.42665712460617,22155800
32.45488357543945,32.99060757738219,32.34275518543719,32.940774057551366,14450900
31.265077590942383,32.330297251953354,31.09688501288802,32.330297251953354,28244800
32.423744201660156,32.51718533857171,31.782122348875088,31.863104509111313,27560600
33.05913162231445,33.25224216050285,32.90962868255459,33.077818895707836,28539800
32.479801177978516,32.64176546239491,32.1185004400531,32.5296370735855,20105600
31.769651412963867,32.56700660957722,31.73850517115352,32.52340139578155,19896200
33.27092742919922,33.27092742919922,32.155874241989814,32.21193843509828,28134200
32.89093780517578,33.04667141445815,32.46734219782322,32.73520419589341,18054400
32.89716720581055,33.09027535300346,32.64176419153427,32.97191867000438,14439700
32.517173767089844,33.32075965438525,32.42996333770386,33.183713336032426,18818800
31.227706909179688,31.856869703745495,31.02213738514026,31.769659254628106,32249900
28.250078201293945,29.17825163796487,28.069429004993015,29.06612323954002,46923300
27.701894760131836,28.368434407663802,27.135024525979237,27.81402314722191,42419000
27.602224349975586,27.602224349975586,26.91076677999226,27.402885530415407,33228600
28.879241943359375,29.333983813964036,27.913694005702553,27.957299227794344,48372500
28.87300682067871,30.579848023601603,28.698585959177837,29.11595321873409,52401800
30.255922317504883,30.579848476739368,29.277915541643814,29.900849914870278,31476600
29.18448257446289,29.869712001900798,28.623842907984656,29.689060412969344,29092300
27.789108276367188,28.542858447016442,27.191091729883805,27.53370522778742,39718600
23.565608978271484,25.87669498151502,23.55315000538668,25.197696405282954,59037000
27.9136905670166,28.243845029698846,25.415722359621476,26.10095160693383,63269800
25.378347396850586,27.589763945325984,24.294440542458542,26.792406332146925,50025000
22.020732879638672,22.42564124146549,20.214224316526714,22.42564124146549,62222000
26.723886489868164,27.427800645115642,23.048572609692105,26.16324458397482,67635900
24.319360733032227,25.78948636897935,22.431867793039515,22.431867793039515,59078300
25.858009338378906,27.14125522856243,24.362968005273625,25.228846556254563,52743800
24.076414108276367,25.4593267798453,22.238757260043,24.169852837050666,59689100
22.674814224243164,24.294442793272133,21.964666977265637,23.36004114737705,52645400
21.921062469482422,24.549846612432436,21.62205421823744,23.609216637243414,50479900
21.242063522338867,22.338429471024536,20.787321664821466,22.145318938528252,41958300
23.44725227355957,24.076417397604253,22.96136416389419,22.96136416389419,37044800
25.446866989135742,25.758334160979782,23.72756924613125,23.789861729977684,38064400
26.163244247436523,26.418647250990205,24.911147175455316,25.54653815888655,36253000
24.97966957092285,25.814401798113174,24.419030012434764,24.481322504609132,32331200
26.019969940185547,26.36258338185671,25.378348274348312,25.490474279142724,31298300
26.923229217529297,27.714356299088927,26.300294732172723,26.35012825532188,39238000
27.016664505004883,27.48386530919621,25.664897985504933,26.044888353122868,37092100
26.649137496948242,27.764190836796313,26.113413439756137,27.377972107127857,34372600
25.228843688964844,26.705197580212605,24.76787117845594,26.66159236147198,31650000
26.867162704467773,27.029124611134296,26.144558858751225,26.53700583977997,32019300
27.272069931030273,28.34351796393098,27.135025965554554,28.150407425629506,34191900
