Date,Close,High,Low,Open,Volume
2020-01-02,12.231460571289062,12.231460571289062,12.076076683066821,12.155760767279444,37774500
2020-01-03,12.131855010986328,12.446605526122996,12.131855010986328,12.303174488381696,71595600
2020-01-06,12.275286674499512,12.327081559496822,11.932646921106196,12.12388781973369,81844000
2020-01-07,12.227476119995117,12.30317516302178,12.139823476602947,12.279270242061978,32822000
2020-01-08,12.151779174804688,12.25935248430765,12.048190146385975,12.227478995557577,48215600
2020-01-09,12.11193561553955,12.199588268629459,12.052172926566136,12.139824819732224,36102700
2020-01-10,12.060140609741211,12.127871854959805,12.004361445492876,12.107950453469769,25397500
2020-01-13,12.084043502807617,12.12388553917482,12.036232907182248,12.092012062065786,30676800
2020-01-14,11.952569007873535,12.060142311326127,11.860932827861566,12.044205187885503,39796500
2020-01-15,11.773280143737793,11.924679776406117,11.769296622809984,11.912726933851081,34405700
2020-01-16,11.761323928833008,11.833039439118659,11.685624139095532,11.793197404524008,28997400
2020-01-17,11.892805099487305,11.892805099487305,11.769295445139475,11.841010213522097,34908000
2020-01-20,11.952569007873535,11.992411056551221,11.813122217463569,11.833043621764348,31241400
2020-01-21,11.801169395446777,11.928663335288597,11.773279431173034,11.872884166664933,28577400
2020-01-22,11.66968822479248,11.876865444697264,11.661719665585933,11.84499196779471,32491500
2020-01-23,11.813118934631348,11.85694525198998,11.482431314374287,11.590004587932569,53752100
2020-01-24,11.673675537109375,11.86491722058046,11.60992856259364,11.777264560678415,36898700
2020-01-27,11.167681694030762,11.410716698741052,11.02425065130594,11.406732418673837,66105300
2020-01-28,11.474464416503906,11.609926908025619,11.323065563586342,11.327049843916248,47259100
2020-01-29,11.494386672973633,11.586022847604998,11.422671141549495,11.554149362519139,42297500
2020-01-30,11.530242919921875,11.57008496101216,11.227444471528925,11.26728651261921,44266800
2020-01-31,11.3350191116333,11.490402254573281,11.279239943458991,11.406733882273725,55446700
2020-02-03,11.227444648742676,11.446574738312398,11.219476088414098,11.362907134633547,39452800
2020-02-04,11.406733512878418,11.57008597160909,11.378844309656335,11.41470207377724,57658400
2020-02-05,11.311112403869629,11.64180006269591,11.311112403869629,11.574068818843601,67994500
2020-02-06,11.625865936279297,11.757344169036836,11.203542031046577,11.434625008618129,126114000
2020-02-07,11.52625846862793,11.693594430782806,11.446574387630859,11.55414766899979,54514600
2020-02-10,11.605941772460938,11.605941772460938,11.410716610224203,11.510321331360723,45328100
2020-02-11,11.745388984680176,11.805151667670302,11.657737100289575,11.713515503090527,37518200
2020-02-12,12.004361152648926,12.064124595737352,11.805151702150829,11.80913598235164,64851000
2020-02-13,11.841010093688965,12.036235274367497,11.809136610311324,11.860931495752357,55277100
2020-02-14,11.721484184265137,11.936629997231531,11.689610702347014,11.89678871477669,30399900
2020-02-17,11.697579383850098,11.860931075361258,11.677657982492786,11.805151911484543,38684900
2020-02-18,11.852960586547852,11.86092914579443,11.53422581592106,11.578051371929972,33890900
2020-02-19,12.171696662902832,12.171696662902832,11.856946138134225,11.900772458768275,44181800
2020-02-20,11.920692443847656,12.307158468438475,11.852961206556103,12.271300709876847,73522900
2020-02-21,11.609925270080566,11.825071817999667,11.566099712482117,11.75734058179443,47805100
2020-02-26,10.442558288574219,10.912692679942182,10.37084352982501,10.773246682437865,89207100
2020-02-27,10.079998016357422,10.57005384820786,9.916646325715194,10.247333987249919,100112100
2020-02-28,10.09593391418457,10.183585789299736,9.809072610233754,10.02421839821595,89095300
2020-03-02,10.57005500793457,10.657706903286211,10.15171465484193,10.159683216216761,71596400
2020-03-03,10.378809928894043,10.948548961537279,10.263268866567538,10.585987897114054,86855700
2020-03-04,10.713483810424805,10.733405211067776,10.454511681456026,10.721452370681993,42320500
2020-03-05,10.076013565063477,10.625831270096587,9.844929891441284,10.49036879379846,69722300
2020-03-06,9.095903396606445,9.613847659220585,8.984345831769732,9.601895578650618,138597600
2020-03-09,6.394622802734375,7.263176093955466,6.139634959412115,7.095840131794304,254813800
2020-03-10,6.996236324310303,7.43051302664333,6.522118336197142,7.43051302664333,170478000
2020-03-11,6.314939498901367,6.824915186938408,5.976283293611947,6.6535957041907885,132482400
2020-03-12,5.020077705383301,5.522085171952169,4.41448086576624,5.442401477255668,151535900
2020-03-13,6.135651111602783,6.135651111602783,5.059920121901241,6.0161257416063,174972600
2020-03-16,5.215303897857666,5.61770711169439,5.0001576890672625,5.143588368273563,126432800
2020-03-17,5.179445266723633,5.514117175521209,5.179445266723633,5.418496738710998,149228500
2020-03-18,4.498149394989014,4.888600117102735,4.330813425506258,4.697358846281639,162515200
2020-03-19,4.864695072174072,5.207335209671084,4.322845472884449,4.410497362500634,157065200
2020-03-20,4.781025409698486,5.378653585910797,4.7132941859974835,5.223270123309362,149029900
2020-03-23,4.581817150115967,4.852742111884531,4.4941648895505155,4.824852531727155,107092400
2020-03-24,5.279050827026367,5.394592301626959,4.892584358205671,5.008125832806263,114259200
2020-03-25,5.705358028411865,5.892615001456196,5.111714010419782,5.2750656843674975,158286200
2020-03-26,5.733247756958008,6.0519825534845255,5.502164839495358,5.737231656943203,130618400
2020-03-27,5.298972129821777,5.454355277698288,5.279051106258606,5.298972129821777,101405900
2020-03-30,5.330845832824707,5.474276524394354,5.111715324621849,5.239209272683757,110947200
2020-03-31,5.573879718780518,5.793010166144167,5.418496607710998,5.418496607710998,156116500
2020-04-01,5.697390079498291,5.796994799839303,5.306939378181357,5.358733878354107,114455000
2020-04-02,6.179476737976074,6.593831965811029,5.980267303843733,6.13565041929138,234951200
2020-04-03,6.111746311187744,6.518133793139317,5.9483946143114075,6.494228110725376,142898700
2020-04-06,6.2830657958984375,6.414543993304948,6.047998600546845,6.394622593744148,123934200
2020-04-07,6.534068584442139,6.801009227851644,6.510163667697235,6.617736932934707,140498900
2020-04-08,6.900614261627197,6.984282614089749,6.534068894477493,6.573910930891869,116151600
2020-04-09,6.701406478881836,7.446450234346906,6.573912539105184,7.1476360280239435,185771300
